단어,한국수어사전 URL,수형 사진 URL,수형 설명,수어 동영상 URL (MP4)
(시간)시/시간,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=24028,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151209/224951/IMG000217530_700X466.jpg,손등이 위로 향하게 쥔 왼 주먹의 손목등에 오른 주먹의 1지를 펴서 모로 세워 댔다가 시계 바늘이 도는 방향으로 한 바퀴 돌려 다시 댄다(한 시간을 나타내는 경우).,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009784/MOV000360081_700X466.mp4
날짜/언제/날/일자,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8602,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190722/603401/IMG000355719_700X466.jpg,가슴 앞에서 모로 세운 왼손 위에 모로 세운 오른손을 올려놓고 5·1·2·3·4지 순으로 손가락을 접는다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629670/MOV000255143_700X466.mp4
생활비/생계비,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8568,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151208/224280/IMG000216736_700X466.jpg,"1·5지를 펴서 바닥이 밖으로 향하게 쥔 두 주먹을 동시에 오른쪽으로 한 바퀴 돌린 다음, 오른손의 1·5지 끝을 맞대어 동그라미를 만들어 좌우로 가볍게 두 번 흔든다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004532/MOV000359663_700X466.mp4
(총을 쏘는)사수,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8524,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210217/813785/IMG000358487_700X466.jpg,"오른 주먹의 1‧5지를 펴서 1지가 밖으로 향하게 모로 세우고 1지를 구부리며 몸 안쪽으로 당긴 다음, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 양옆으로 벌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733385/MOV000243046_700X466.mp4
살다/삶/생활,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8291,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233498/IMG000228108_700X466.jpg,1·5지를 펴서 바닥이 밖으로 향하게 쥔 두 주먹을 동시에 오른쪽으로 한 바퀴 돌린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629642/MOV000254514_700X466.mp4
부인,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8248,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210217/813664/IMG000358465_700X466.jpg,두 주먹의 1·5지를 펴서 끝이 마주 보게 했다가 손목을 오른쪽으로 돌린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785496/MOV000357142_700X466.mp4
월요일,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8230,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210112/798006/IMG000358148_700X466.jpg,오른 주먹의 1·5지를 펴서 5지 끝을 턱 중앙에 대고 1지만으로 반원을 그리며 왼쪽으로 두 번 뻗는다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732401/MOV000255612_700X466.mp4
세월,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7968,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151223/233236/IMG000227806_700X466.jpg,"손끝이 밖으로 향하게 모로 세운 왼 손바닥에 1·5지를 편 오른 주먹의 5지를 대고 1지를 밖으로 돌린 다음,손바닥이 위로 향하게 편 오른손을 상하로 약간씩 움직이면서 왼쪽에서 오른쪽으로 이동시킨다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733318/MOV000254264_700X466.mp4
(사방위)북,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7694,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233663/IMG000228239_700X466.jpg,1·5지를 편 두 주먹의 손목을 엇갈리게 대고 손바닥이 밖으로 향하게 세워 약간 올린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734958/MOV000254624_700X466.mp4
맵시/태,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7313,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151218/229902/IMG000223412_700X466.jpg,"두 주먹의 1·5지를 펴서 바닥이 밖으로 향하게 세워 얼굴 앞에서 상하로 엇갈리게 두 번 움직인 다음, 오른 손끝을 모아 코 밑으로 돌려 올린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010119/MOV000360108_700X466.mp4
증가/늘어나다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7129,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151229/236671/IMG000232203_700X466.jpg,두 주먹의 1·5지를 펴서 약간 구부려 마주 보게 하여 양옆으로 벌린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734933/MOV000257834_700X466.mp4
주인공,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6940,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151228/236220/IMG000231651_700X466.jpg,두 주먹의 1·5지를 펴서 오른손은 손바닥을 바깥쪽으로 하고 얼굴 오른쪽 위에 왼손은 손등을 바깥쪽으로 하고 얼굴 왼쪽 아래에 놓이게 한다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732320/MOV000257383_700X466.mp4
주유소,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6938,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151228/236214/IMG000231641_700X466.jpg,"오른 주먹의 1·5지를 펴서 1지를 모로 세운 왼 주먹 위에 세워 댄 다음, 손을 반쯤 구부려 손바닥이 아래로 향하게 하여 내리다가 멈춘다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733221/MOV000257375_700X466.mp4
구두,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6686,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201209/784185/IMG000356859_700X466.jpg,"두 주먹의 1·5지를 펴서 5지 끝을 머리 양쪽에 대고 1지를 세운 다음, 오른 주먹은 이마 오른쪽 가까이에, 왼 주먹은 턱 왼쪽 가까이에 대고 두 손의 손목을 동시에 돌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732310/MOV000249998_700X466.mp4
숲/녹음/삼림/수림/수풀/무성하다/울창하다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6186,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151130/219004/IMG000210608_700X466.jpg,"두 주먹의 1지를 펴서 끝이 아래로 향하게 하여 같은 방향으로, 수평으로 두 바퀴 돌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733579/MOV000252426_700X466.mp4
보내다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6434,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151222/232635/IMG000227003_700X466.jpg,"손끝이 밖으로 향하게 모로 세운 왼 손바닥에 오른 주먹의 1·5지를 벌려 펴서 5지 끝을 대고 1지를 밖으로 돌린 다음, 손바닥이 위로 향하게 편 오른손을 왼쪽에서 오른쪽으로 조금씩 흔들며 이동시킨다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221019/1042473/MOV000360993_700X466.mp4
대령,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6386,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151219/230577/IMG000224351_700X466.jpg,"오른 주먹으로 왼 주먹의 손목 등을, 오른 주먹의 1·5지를 펴서 1지 끝으로 스쳐 올린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004852/MOV000359724_700X466.mp4
늘다/늘이다/늘리다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6320,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151202/220717/IMG000212565_700X466.jpg,두 주먹의 1·5지 끝을 붙여 맞댔다가 양옆으로 벌리며 5지로 1지 안쪽을 스쳐 들인다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170309/443564/MOV000250594_700X466.mp4
늑대/이리,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6318,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190726/604533/IMG000223300_700X466.jpg,오른 주먹의 1·5지를 펴고 1지 끝으로 입 오른쪽에서부터 귀 뒤로 두 번 스쳐 낸다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734846/MOV000250588_700X466.mp4
대학원,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6214,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151219/230970/IMG000224854_700X466.jpg,두 주먹의 1·5지를 펴서 세워 5지 끝을 이마 중앙에 댔다가 뒤로 돌린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626636/MOV000251876_700X466.mp4
목요일,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6127,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151219/230930/IMG000224787_700X466.jpg,두 주먹의 1·5지를 펴서 1지를 상하로 엇갈리게 두 번 부딪친다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20211216/915902/MOV000359350_700X466.mp4
목사,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6124,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151219/230925/IMG000224778_700X466.jpg,"오른 주먹의 1·5지를 펴서 1지 끝을 입 오른쪽에 댔다가 이마 오른쪽에 댄 다음, 약간 위로 올리며 1지를 접고 5지를 펴서 세운다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734835/MOV000251814_700X466.mp4
백부/큰아버지,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6102,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/231944/IMG000226093_700X466.jpg,"오른 주먹의 1·5지를 펴서 등이 밖으로 향하게 하여 왼쪽에서 오른쪽으로 이동시킨 다음, 오른 주먹의 1지를 펴서 끝을 코 오른쪽에 댔다가 떼면서 1지를 접고 5지를 펴서 바닥이 밖으로 향하게 세운다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221020/1042619/MOV000361003_700X466.mp4
크다/꽤/매우/몹시/무척/아주/대/대단히,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=4869,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151203/221318/IMG000213241_700X466.jpg,"오른 주먹의 1·2지를 펴서 벌려 끝이 왼쪽으로 손등이 밖으로 향하게 한 다음, 1·4지를 펴서 바닥이 밖으로 향하게 세운다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003294/MOV000359594_700X466.mp4
룩셈부르크,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5562,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151219/230858/IMG000224714_700X466.jpg,오른 주먹의 1·5지를 펴서 1지 끝이 위로 바닥이 밖으로 향하게 하여 좌우로 약간 흔든다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221020/1042750/MOV000361017_700X466.mp4
대전/대전시,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5551,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151219/230839/IMG000224680_700X466.jpg,"오른 주먹의 1·5지를 펴서 등이 밖으로 향하게 하여 왼쪽에서 오른쪽으로 이동시킨 다음, 두 주먹의 1·2·3지를 펴서 바닥이 아래로 향하게 포개어 ‘田’(전)자 모양이 되게 한다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221013/1039465/MOV000360387_700X466.mp4
불어/프랑스어,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5298,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151117/211773/IMG000202183_700X466.jpg,"오른 주먹의 1·5지 끝을 맞대고 나머지 손가락을 펴서 손바닥이 밖으로 향하게 세워 왼쪽에서 오른쪽으로 이동시킨 다음, 오른 주먹의 1지를 펴서 세워 옆면을 입에 댔다가 밖으로 내민다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009645/MOV000359976_700X466.mp4
노아,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5526,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231345/IMG000225346_700X466.jpg,손바닥이 위로 손끝이 밖으로 향하게 펴서 오므린 왼 손바닥에 오른 주먹의 1·5지를 펴서 모로 세워 왼 손바닥에 대고 동시에 전후로 흔든다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284316/MOV000281049_700X466.mp4
호모/게이,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5153,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151212/226735/IMG000219537_700X466.jpg,두 주먹의 1·5지를 펴서 왼 주먹의 5지 등에 오른 주먹의 1지 끝을 두 번 댄다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735166/MOV000247782_700X466.mp4
큰형,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=4982,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151130/219586/IMG000211296_700X466.jpg,"오른 주먹의 1·5지를 펴서 등이 밖으로 향하게 하여 왼쪽에서 오른쪽으로 이동한 다음, 두 주먹의 2지를 펴서 등이 밖으로 향하게 나란히 세웠다가 오른손을 옆으로 비켜 올린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221020/1042777/MOV000361027_700X466.mp4
큰언니,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=4980,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151130/219582/IMG000211290_700X466.jpg,"오른 주먹의 1·5지를 펴서 등이 밖으로 향하게 하여 왼쪽에서 오른쪽으로 이동한 다음, 두 주먹의 4지를 펴서 등이 밖으로 향하게 세워 맞댔다가 오른손만 위로 올린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221013/1039381/MOV000360367_700X466.mp4
사진 전공자,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=4944,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151202/220736/IMG000212592_700X466.jpg,"왼손으로 받친 오른 주먹의 1‧5지를 펴서 1지 끝이 위로 바닥이 밖으로 향하게 하여 1지를 반쯤 구부린 다음, 오른손을 펴서 손바닥이 왼쪽으로 손끝이 밖으로 향하게 하여 곧바로 내밀고, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 양옆으로 두 번 약간 돌리며 벌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003299/MOV000359597_700X466.mp4
사진사,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=4942,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151202/220731/IMG000212585_700X466.jpg,"왼손으로 받친 오른 주먹의 1‧5지를 펴서 1지 끝이 위로 바닥이 밖으로 향하게 하여 1지를 반쯤 구부린 다음, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 양옆으로 두 번 약간 돌리며 벌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221020/1042782/MOV000361030_700X466.mp4
대법원,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=4390,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151213/226996/IMG000219741_700X466.jpg,"오른 주먹의 1·5지를 펴서 등이 밖으로 향하게 하여 왼쪽에서 오른쪽으로 이동시키고, 두 주먹을 5지를 펴서 세워 가슴 앞에서 약간 내린 다음, 두 손의 손끝을 맞대어 좌우로 비스듬히 세운다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/252808/MOV000265463_700X466.mp4
날/해,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=957,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151120/213248/IMG000203907_700X466.jpg,"오른 주먹의 4지를 펴서 오른쪽 입가에 댔다가, 손등이 위로 손끝이 오른쪽으로 향한 왼팔에 오른 주먹의 등을 대고 1·2지를 펴서 상하로 움직이며 오른쪽으로 이동시킨 다음, 손바닥이 아래로 향하게 반쯤 구부린 오른손을 가슴 앞에서 약간 내리다가 멈춘다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221024/1044179/MOV000361151_700X466.mp4
기쁨/기쁘다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=3874,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151204/221559/IMG000213513_700X466.jpg,두 주먹의 1·5지를 펴고 손등이 밖으로 향하게 하여 1지 끝을 양쪽 가슴 앞에 대고 상하로 두 번 엇갈리게 움직인다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221021/1043086/MOV000361062_700X466.mp4
큰집,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=3774,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151213/226890/IMG000219656_700X466.jpg,"오른 주먹의 1·5지를 펴서 1지 끝이 왼쪽으로 향하고 손등이 밖으로 향하게 하여 왼쪽에서 오른쪽으로 이동한 다음, 두 손의 손끝을 맞대어 좌우로 비스듬히 세운다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221229/1078364/MOV000361262_700X466.mp4
나무/수목,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=3715,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227826/IMG000220850_700X466.jpg,두 주먹의 1·5지를 펴서 1지를 상하로 엇갈리게 두 번 부딪친다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624819/MOV000248680_700X466.mp4
권총/총/당기다/쏘다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=23895,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151206/222662/IMG000214827_700X466.jpg,오른 주먹의 2지를 펴서 등이 위로 끝이 위쪽으로 향하게 비스듬히 세워 당겼다가 내민다(대포를 쏘는 경우).,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009767/MOV000360064_700X466.mp4
미흡,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=3581,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210208/810690/IMG000358427_700X466.jpg,"오른 주먹의 1·5지를 펴서 1지 끝을 입술에 댄 다음, 손등이 밖으로 손끝이 왼쪽을 향하여 편 오른손을 상하로 흔든다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732170/MOV000243944_700X466.mp4
(총을 쏘는)사수,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8524,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210217/813785/IMG000358487_700X466.jpg,"오른 주먹의 1‧5지를 펴서 1지가 밖으로 향하게 모로 세우고 1지를 구부리며 몸 안쪽으로 당긴 다음, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 양옆으로 벌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733385/MOV000243046_700X466.mp4
엘에이/로스앤젤레스,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=2712,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151207/223227/IMG000215481_700X466.jpg,"오른 주먹의 1·5지를 펴서 1지는 위로 바닥은 밖으로 향하게 세운 다음, 약간 오른쪽으로 이동하면서 1지만 접는다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005058/MOV000359786_700X466.mp4
아빠/부/부친/아비/아버지,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=2570,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151125/216513/IMG000207689_700X466.jpg,오른 주먹의 1지를 펴서 끝을 코 오른쪽에 댔다가 떼며 1지를 접고 5지를 펴서 바닥이 밖으로 향하게 세운다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624399/MOV000239769_700X466.mp4
거처,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=1778,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151127/217365/IMG000208667_700X466.jpg,"1·5지를 펴서 바닥이 밖으로 향하게 쥔 두 주먹을 동시에 오른쪽으로 한 바퀴 돌린 다음, 손바닥이 아래로 향하게 반쯤 구부린 오른손을 가슴 앞에서 약간 내리다가 멈춘다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005028/MOV000359759_700X466.mp4
거주지,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=1777,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151127/217362/IMG000208663_700X466.jpg,"1·5지를 펴서 바닥이 밖으로 향하게 쥔 두 주먹을 동시에 오른쪽으로 한 바퀴 돌린 다음, 두 주먹을 어깨 앞에서 아래로 내리다 멈추고, 손바닥이 아래로 향하게 반쯤 구부린 오른손을 가슴 앞에서 약간 내리다가 멈춘다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221024/1043991/MOV000361116_700X466.mp4
레몬,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=1573,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151125/216573/IMG000207753_700X466.jpg,오른 주먹의 1‧5지를 펴서 바닥이 밖으로 향하게 하여 5지 끝을 입 오른쪽에 두 번 댄다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735492/MOV000239809_700X466.mp4
필름,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=1417,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151118/211848/IMG000202264_700X466.jpg,"왼손으로 카메라를 바쳐 들고 오른손으로 셔터를 누르는 동작을 한 다음, 오른 주먹의 1·2지를 펴서 끝이 위로 향하게 세워 아래 입술에 대고 두 손가락을 전후로 번갈아 빠르게 움직이며 입으로 부는 동작을 한다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764364/MOV000236148_700X466.mp4
조절/조정,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=9614,수형 사진 없음,수형 설명 없음,수어 동영상 없음
줄이다/감소/절감/축소/줄다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6001,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151228/236366/IMG000231848_700X466.jpg,두 주먹의 1·5지를 펴서 손등이 밖으로 향하게 하여 5지 끝을 1지 아랫마디에 대고 1지 끝까지 밀어내면서 두 주먹의 1지 끝을 접근시킨다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633140/MOV000257544_700X466.mp4
열다섯/십오,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=12667,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151207/223510/IMG000215887_700X466.jpg,오른 주먹의 1지를 펴서 바닥이 밖으로 향하게 세워 굽히며 5지를 편다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009758/MOV000360055_700X466.mp4
못하다/할 수 없다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10440,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231195/IMG000225136_700X466.jpg,오른 주먹의 1지 옆면과 5지 바닥으로 오른쪽 볼을 잡는다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630787/MOV000252109_700X466.mp4
보름/보름날/삼오,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=9104,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151222/232752/IMG000227156_700X466.jpg,머리 오른쪽에서 오른 주먹의 1지를 펴서 바닥이 밖으로 향하게 세웠다가 1지를 접고 5지를 펴면서 밖으로 내민다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785529/MOV000357174_700X466.mp4
광복절,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8623,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151215/228499/IMG000221649_700X466.jpg,"왼손으로 지숫자 ‘8’을 표시하고 그 오른쪽 밑에서 오른손으로 지숫자 ‘15’를 표시한 다음, 손등이 아래로 향하게 가볍게 쥔 두 주먹을 위로 올리며 손가락을 활짝 편다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785501/MOV000357147_700X466.mp4
꽉차다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=2362,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218431/IMG000209827_700X466.jpg,"오른손의 1·5지 끝 바닥으로 코를 잡고 볼에 바람을 넣은 다음, 손바닥이 위로 향하게 편 두 손을 구부려 대며 약간 위로 올린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733025/MOV000241233_700X466.mp4
싫다/거부/거절/난색,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=23960,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151215/228157/IMG000221234_700X466.jpg,오른 주먹의 1·5지를 펴서 약간 구부려 끝을 턱에 댄다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633247/MOV000255247_700X466.mp4
된소리/경음,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=19780,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/268799/IMG000285402_700X466.jpg,"오른 주먹의 1·5지를 펴서 약간 구부려 오른쪽 어깨 높이에서 가슴 앞으로 힘주어 내린 다음, 오른손의 1·5지 끝을 맞대어 목에서 입으로 올려 내민다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285658/MOV000285401_700X466.mp4
관형사,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=19596,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/250634/IMG000264553_700X466.jpg,"1·5지를 펴서 벌린 두 주먹을 머리 위에서 머리로 내린 다음, 두 주먹의 1·5지를 펴서 1지 끝이 위로 바닥이 밖으로 향하게 세워 얼굴 앞에서 상하로 엇갈리게 두 번 움직이고, 왼 주먹의 1지를 펴서 세우고, 그 바닥에 오른 주먹의 1·5지를 펴서 ‘ㄷ’ 모양이 되게 하여 끝을 두 번 댔다 뗀다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160407/252647/MOV000264552_700X466.mp4
제사/제,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=19251,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/267719/IMG000284039_700X466.jpg,"오른 주먹의 1·5지를 펴서 끝을 이마에 댄 다음, 손등이 아래로 향하게 가볍게 쥔 두 주먹을 위로 올리며 손가락을 활짝 편다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285235/MOV000284038_700X466.mp4
동사무소/동주민센터,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=12773,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151217/229692/IMG000223175_700X466.jpg,"오른 주먹의 1·5지를 펴서 약간 구부려 왼쪽 어깨에서 오른쪽 허리로 내린 다음, 손바닥이 아래로 향하게 반쯤 구부린 오른손을 가슴 앞에서 약간 내리다가 멈춘다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735084/MOV000250485_700X466.mp4
